iter	Logloss
202	0.2590429972
203	0.2583442819
204	0.2581788424
205	0.2579149086
206	0.2576566452
207	0.2575264938
208	0.2572399164
209	0.2569904653
210	0.2564946676
211	0.2561662042
212	0.2559850458
213	0.2556981511
214	0.2556073366
215	0.2553857186
216	0.2546735679
217	0.2544499701
218	0.2540867167
219	0.2536603921
220	0.2534487177
221	0.2532774024
222	0.2531279442
223	0.2527983283
224	0.2526107562
225	0.252454404
226	0.2523664337
227	0.2515459077
228	0.251444959
229	0.2512926581
230	0.2510659377
231	0.2503311762
232	0.2499734704
233	0.2496660429
234	0.2493696605
235	0.248776446
236	0.2481221801
237	0.2473943864
238	0.2471778862
239	0.2469887944
240	0.246827256
241	0.24664756
242	0.2465644165
243	0.2460594828
244	0.2457812927
245	0.2455311726
246	0.2452581471
247	0.2446046425
248	0.2437856525
249	0.2427144265
250	0.2421133753
251	0.2417392069
252	0.2408751496
253	0.2399850883
254	0.2394203742
255	0.2392026835
256	0.2385650204
257	0.2381760091
258	0.2376503238
259	0.2374459208
260	0.2371064667
261	0.2365924969
262	0.23646455
263	0.2357882273
264	0.2353944781
265	0.2352078633
266	0.2350468117
267	0.23451455
268	0.234076083
269	0.2337714806
270	0.2331539439
271	0.2326864771
272	0.2325550184
273	0.2324842113
274	0.232388821
275	0.2322239917
276	0.2319661421
277	0.231563251
278	0.2312089788
279	0.2311384709
280	0.2308592987
281	0.2307307257
282	0.230389285
283	0.2296800242
284	0.2293831315
285	0.2291024892
286	0.2289179609
287	0.2285604946
288	0.2283910229
289	0.2276215948
290	0.2275238012
291	0.2273893339
292	0.2273290697
293	0.2270859052
294	0.2268990147
295	0.2263154839
296	0.2259704407
297	0.2257451572
298	0.2250680645
299	0.2246009678
300	0.2244656188
301	0.2244071588
302	0.2241198638
303	0.2239856515
304	0.223865704
305	0.2235635084
306	0.2234386644
307	0.2233366752
308	0.2232144053
309	0.2228337941
310	0.2224591633
311	0.2223487819
312	0.2222572866
313	0.2220216006
314	0.2219227367
315	0.2214319256
316	0.2212190185
317	0.2209495277
318	0.2208776194
319	0.2208211352
320	0.2207480617
321	0.2205619782
322	0.2198282947
323	0.219305972
324	0.2187296377
325	0.218238636
326	0.2178685836
327	0.2174397094
328	0.2171634705
329	0.2170400698
330	0.216888756
331	0.2167205549
332	0.2166638586
333	0.2165685393
334	0.2164280012
335	0.2162968891
336	0.2158672031
337	0.2155576613
338	0.2153458353
339	0.2152239171
340	0.2150414176
341	0.2148420096
342	0.2145247887
343	0.2144495789
344	0.2141919485
345	0.2141426199
346	0.2140253447
347	0.2138828069
348	0.2135133538
349	0.2134182062
350	0.2132772581
351	0.2132211571
352	0.2131412899
353	0.2130253698
354	0.2127796062
355	0.2127425737
356	0.2121625553
357	0.2117789814
358	0.2112938387
359	0.211076897
360	0.210800119
361	0.2105397803
362	0.2102320112
363	0.2101472921
364	0.2100447545
365	0.2098806381
366	0.2097799764
367	0.2096879006
368	0.2094758973
369	0.2091953948
370	0.2088035623
371	0.208389479
372	0.2081524777
373	0.2080686417
374	0.207997259
375	0.2078477184
376	0.2077726747
377	0.2076474905
378	0.2075076531
379	0.2074058113
380	0.2072915008
381	0.2070707191
382	0.2069200178
383	0.2066481329
384	0.2065138442
385	0.2064432728
386	0.2063396145
387	0.2061259939
388	0.2060557096
389	0.2058491815
390	0.2057111562
391	0.2055019168
392	0.2053740163
393	0.2052087987
394	0.205115016
395	0.2049799359
396	0.204933594
397	0.2047161644
398	0.2045960089
399	0.2043388917
400	0.2041784576
401	0.2040102253
402	0.20386832
403	0.203773497
404	0.2037128381
405	0.2036712691
406	0.2035889787
407	0.2035270826
408	0.2034424692
409	0.2033924395
410	0.2032066919
411	0.2031284512
412	0.2030637152
413	0.2029941678
414	0.2029570963
415	0.202879569
416	0.2026441458
417	0.202558431
418	0.2023576203
419	0.2022816283
420	0.2022247991
421	0.2020362109
422	0.201981337
423	0.2019133867
424	0.2018612914
425	0.2018150939
426	0.2016940719
427	0.2015801758
428	0.2014506371
429	0.2012122585
430	0.2011079728
431	0.2010267304
432	0.2008923715
433	0.2007730983
434	0.2007028003
435	0.200471096
436	0.2003822083
437	0.2001488494
438	0.1999734855
439	0.1998359242
440	0.1996377091
441	0.1995555316
442	0.199480991
443	0.1992905404
444	0.1991941395
445	0.1991224429
446	0.1990579294
447	0.1989051896
448	0.1987463
449	0.1986669802
450	0.1986057327
451	0.1985496351
452	0.1984895515
453	0.1984202524
454	0.1983470026
455	0.1981073234
456	0.198031886
457	0.197983477
458	0.1978176724
459	0.1977382285
460	0.1976627043
461	0.1975795445
462	0.1975233215
463	0.197443096
464	0.1973262429
465	0.1972738138
466	0.1972313071
467	0.1971678491
468	0.1971114557
469	0.1970467464
470	0.1969409865
471	0.1967562179
472	0.1966861934
473	0.1966003577
474	0.1963427605
475	0.1960959226
476	0.1960281969
477	0.1959637742
478	0.1958879119
479	0.1958298043
480	0.1957351499
481	0.1957042917
482	0.195583192
483	0.1955073736
484	0.1954511099
485	0.1953438334
486	0.19528668
487	0.1952538923
488	0.1951320434
489	0.1950465111
490	0.1948469329
491	0.1947569431
492	0.1946898804
493	0.1946196279
494	0.1945680191
495	0.1944541302
496	0.194428678
497	0.1943807725
498	0.1943162635
499	0.1942625781
500	0.1942221281
501	0.1941509219
502	0.1940268228
503	0.1939612077
504	0.1937996821
505	0.1935017188
506	0.1934312621
507	0.1932739682
508	0.1932291319
509	0.1931733418
510	0.1931151447
511	0.1929541914
512	0.1928827671
513	0.192830163
514	0.1927816955
515	0.1925875302
516	0.1925438098
517	0.1924908059
518	0.1924791069
519	0.1924046133
520	0.1922653131
521	0.192171579
522	0.191996917
523	0.1919398229
524	0.1918901974
525	0.1917302235
526	0.191541619
527	0.1914895768
528	0.191330799
529	0.1912656538
530	0.1911144922
531	0.1910558641
532	0.1909213598
533	0.1907396174
534	0.1906594718
535	0.1906019134
536	0.1904895315
537	0.1904290836
538	0.1903553596
539	0.1902816627
540	0.1902029528
541	0.1901518422
542	0.1901035081
543	0.1900496282
544	0.1899955375
545	0.1899231059
546	0.1898337196
547	0.1897796128
548	0.1897687836
549	0.1897410602
550	0.1897085154
551	0.1896601256
552	0.1896084689
553	0.189565646
554	0.1895148915
555	0.1894732875
556	0.1893855107
557	0.1893402865
558	0.1892202578
559	0.1891568476
560	0.1891133255
561	0.1890544907
562	0.1889919218
563	0.1889665971
564	0.1888964947
565	0.188744905
566	0.1886820449
567	0.1886248085
568	0.1883744818
569	0.1883091615
570	0.1881826064
571	0.1881399489
572	0.1879959965
573	0.1879619439
574	0.187903641
575	0.1878597005
576	0.1877950626
577	0.187735017
578	0.1876656989
579	0.1876191857
580	0.1875793733
581	0.1875441649
582	0.1874939325
583	0.1874496355
584	0.1874129334
585	0.1873767838
586	0.1872750943
587	0.1871660849
588	0.1871387945
589	0.1870798862
590	0.1870250531
591	0.1868779712
592	0.186828928
593	0.1867632759
594	0.1866889962
595	0.1866523332
596	0.186559156
597	0.1865070297
598	0.1864362095
599	0.1863976932
600	0.1863216876
601	0.1863089496
602	0.1862423069
603	0.1861691143
604	0.1861340867
605	0.186081536
606	0.1860381144
607	0.1859658167
608	0.1859132291
609	0.1858436794
610	0.1858007645
611	0.18574425
612	0.1856927035
613	0.1856350283
614	0.1855888554
615	0.1853872771
616	0.1853491066
617	0.1852993011
618	0.185259819
619	0.1851368155
620	0.1850619934
621	0.1850560517
622	0.1848024245
623	0.1847365193
624	0.1845050917
625	0.1843451562
626	0.1840240076
627	0.1838555911
628	0.1837833503
629	0.1836365927
630	0.1835858419
631	0.1835202439
632	0.1834383603
633	0.1833777587
634	0.1833116676
635	0.1832492019
636	0.1831744733
637	0.18312888
638	0.1830826036
639	0.1830460699
640	0.1830017529
641	0.1829909276
642	0.1829673086
643	0.18290488
644	0.1828853732
645	0.1827420893
646	0.1827061545
647	0.1826618272
648	0.1826388747
649	0.1826108043
650	0.1825704045
651	0.1825317104
652	0.1824841123
653	0.18240571
654	0.1823631059
655	0.1823014198
656	0.1822578642
657	0.1822403885
658	0.1822003871
659	0.1821844096
660	0.1821516191
661	0.1821088548
662	0.1819692196
663	0.1818593278
664	0.1817927681
665	0.1817411912
666	0.1816772244
667	0.1816332446
668	0.1816104625
669	0.181559942
670	0.1815331226
671	0.181415391
672	0.1813647915
673	0.1812206907
674	0.1811584137
675	0.1811310721
676	0.1811002304
677	0.1809999181
678	0.1808639778
679	0.1808543505
680	0.1807953944
681	0.1807153295
682	0.1806254456
683	0.1805909631
684	0.1805368689
685	0.1805005436
686	0.1804694903
687	0.1803537619
688	0.180301926
689	0.1802454164
690	0.1802097645
691	0.1801995728
692	0.1801301103
693	0.1800848603
694	0.1800530745
695	0.1800283113
696	0.1799621358
697	0.1799077938
698	0.1798542817
699	0.1798209058
700	0.1797933747
701	0.1797202293
702	0.179694001
703	0.1796489263
704	0.1795501047
705	0.1795231876
706	0.1794444071
707	0.1794033983
708	0.1793866388
709	0.1793027352
710	0.1792331466
711	0.1792094448
712	0.1791817909
713	0.1791694045
714	0.179139595
715	0.1789611709
716	0.1789066058
717	0.1788658891
718	0.1787692279
719	0.1787235657
720	0.1786644895
721	0.1786137924
722	0.1785304119
723	0.1784534128
724	0.1784289278
725	0.1783759876
726	0.1783373501
727	0.1782872017
728	0.1782491291
729	0.17819413
730	0.1781626106
731	0.1780373904
732	0.178010302
733	0.1779474033
734	0.177910843
735	0.1778571722
736	0.1778054101
737	0.1777673541
738	0.1777211058
739	0.177679921
740	0.1776032428
741	0.1775741981
742	0.1775239593
743	0.1774494663
744	0.1774110209
745	0.177372304
746	0.1773479027
747	0.1773032052
748	0.177255672
749	0.1772290328
750	0.1771380992
751	0.1770949907
752	0.177006604
753	0.1769583787
754	0.1769158852
755	0.1768525969
756	0.1767958386
757	0.1767377495
758	0.1766606573
759	0.1766157165
760	0.1765753886
761	0.1765197252
762	0.1764193337
763	0.1763046752
764	0.1761352833
765	0.1759326815
766	0.1757270849
767	0.175590977
768	0.175512619
769	0.1754166307
770	0.1753714596
771	0.1752991732
772	0.175163214
773	0.175105544
774	0.1750363362
775	0.1749581331
776	0.1749075831
777	0.1748603959
778	0.1748101419
779	0.1747722447
780	0.1747446502
781	0.1746994092
782	0.1746143875
783	0.1745707013
784	0.1745227937
785	0.1744980965
786	0.174444359
787	0.1743959728
788	0.1743343739
789	0.174299096
790	0.1742766828
791	0.1742350005
792	0.17419816
793	0.174171278
794	0.174070531
795	0.1740333786
796	0.1738251697
797	0.1737511349
798	0.173712775
799	0.1736560865
800	0.1736038912
801	0.1735077597
802	0.1734546539
803	0.1734228087
804	0.1734075335
805	0.1733531997
806	0.1732913291
807	0.1732514185
808	0.1731989597
809	0.1731767502
810	0.1731514055
811	0.1730811125
812	0.1730279647
813	0.1729486295
814	0.1729017279
815	0.1728640687
816	0.1728264463
817	0.17278336
818	0.1727600967
819	0.1727239674
820	0.1726842137
821	0.1726334027
822	0.1725825189
823	0.1725283908
824	0.1725048538
825	0.1724403007
826	0.1724273772
827	0.1724062292
828	0.1723729222
829	0.1723371235
830	0.1723016419
831	0.1722595494
832	0.1722158682
833	0.1721571515
834	0.1721451969
835	0.1721278657
836	0.1720755897
837	0.1720226866
838	0.1720095092
839	0.1719814199
840	0.1719360514
841	0.1719249457
842	0.171900604
843	0.1718795225
844	0.171778771
845	0.1716971851
846	0.1716331095
847	0.1716026516
848	0.1715812831
849	0.1715619029
850	0.1715443448
851	0.1715025651
852	0.1714644748
853	0.1713705744
854	0.1713349318
855	0.1712593702
856	0.1712242906
857	0.1711941545
858	0.1711466021
859	0.171079325
860	0.1710563522
861	0.1709884391
862	0.1709395783
863	0.1708589136
864	0.1707960047
865	0.1707529742
866	0.1707429229
867	0.1707018823
868	0.1706727207
869	0.1706287432
870	0.1705800983
871	0.1705453041
872	0.1705254334
873	0.1704969662
874	0.170461901
875	0.1704312772
876	0.1703921912
877	0.1703471143
878	0.1703153563
879	0.1702929376
880	0.1702504818
881	0.1702046678
882	0.1701479598
883	0.1700987269
884	0.1700802381
885	0.1700532045
886	0.1700024575
887	0.1699501724
888	0.1699175738
889	0.1699013188
890	0.1698763345
891	0.1698242077
892	0.1697892582
893	0.1697447057
894	0.1697020976
895	0.1696696572
896	0.1695965176
897	0.1695525273
898	0.1695259159
899	0.1694876378
900	0.1694530063
901	0.1694267856
902	0.1693917545
903	0.1693522845
904	0.1693292078
905	0.169261859
906	0.1692232442
907	0.1691510545
908	0.1690968211
909	0.1690769333
910	0.1690498056
911	0.1690042291
912	0.1689928245
913	0.1689614244
914	0.168922518
915	0.1688831209
916	0.1688272727
917	0.1687683227
918	0.1687477343
919	0.1687164426
920	0.1686874823
921	0.1686594421
922	0.1686200816
923	0.1686124987
924	0.1685716165
925	0.1684994493
926	0.1684795812
927	0.1684488168
928	0.1684110784
929	0.1683866432
930	0.1683432248
931	0.1683195112
932	0.1682812306
933	0.1682450592
934	0.1682121964
935	0.1681792847
936	0.1681223406
937	0.1680249309
938	0.167935366
939	0.1678939068
940	0.1678477809
941	0.1678245965
942	0.1677472223
943	0.167716081
944	0.1676833901
945	0.1676467866
946	0.1676041992
947	0.1675756692
948	0.1675256446
949	0.1674911985
950	0.1674626501
951	0.1674354374
952	0.1673358319
953	0.1672722789
954	0.1672144914
955	0.1671648992
956	0.1671165584
957	0.1670663887
958	0.1670362591
959	0.1670073702
960	0.1669749324
961	0.166959113
962	0.1669390239
963	0.1669133603
964	0.1668645051
965	0.1668186793
966	0.1668009425
967	0.166777495
968	0.1667449158
969	0.166730893
970	0.1667081002
971	0.1666666459
972	0.1666339432
973	0.1666069006
974	0.1665952341
975	0.1665354427
976	0.1664979406
977	0.1664698141
978	0.1664282664
979	0.1664100994
980	0.1663676886
981	0.1663211155
982	0.1663168506
983	0.1662748435
984	0.1662497335
985	0.1662234497
986	0.1661807673
987	0.1661376538
988	0.1661180604
989	0.1661130156
990	0.1660921162
991	0.1660477897
992	0.1660144135
993	0.1659885879
994	0.1659519355
995	0.1659109581
996	0.165878352
997	0.1658475652
998	0.1658335521
999	0.1658092126
